"meta:instanceID","StartTime","Device","previos:entrevistador","previos:regiao","idade:idade","social:sexo","social:renda","social:escolaridade","social:cor","social:religiao","frases:frases1","frases:frases2","frases:frases3","frases:frases4","frases:frases5","frases:frases6","frases:frases7","frases:frases8","frases:frases9","frases:frases10","frases:frases11","frases:frases12","frases:frases13","frases:frases14","frases:frases15","frases:frases16","frases:frases17","frases:frases18","frases:frases19","frases:frases20","frases:frases21","informacoes:informacao1","informacoes:informacao2","informacoes:informacao3","informacoes:informacao4","informacoes:manifestacao1","informacoes:manifestacao2","informacoes:manifestacao3","informacoes:manifestacao4","informacoes:esquerda1","informacoes:esquerda2","informacoes:conservador"
"uuid:127800b1-435e-42df-965e-3a70a69852d3","Sat Oct 15 20:19:14 UTC 2016","675bec25dd67979a","Aline","leste 3","52","Feminino","até R$ 1.760","fundamental incompleto","preta","católica","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não sei","concorda","nada","nada","pouco","nada","não","não me lembro","não","não","nada disso",,"muito conservador(a)"
"uuid:85bfa50d-4fa8-4a0e-9645-6db1cd33ea5f","Sat Oct 15 20:24:30 UTC 2016","675bec25dd67979a","Aline","leste 3","26","Feminino","até R$ 1.760","superior completo","branca","espírita/kardecista","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","pouco","nada","pouco","nada","não","não","não","sim","nada disso",,"nada conservador(a)"
"uuid:f387a3b9-1fed-4561-aed3-2a21c9ee361c","Sat Oct 15 20:38:41 UTC 2016","675bec25dd67979a","Aline","leste 3","28","Feminino","até R$ 1.760","superior incompleto","preta","católica","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda",,"concorda","não concorda","não concorda","não concorda","pouco","pouco","nada","nada","não","não","não","não","não sei",,"um pouco conservador(a)"
"uuid:acbc273d-9017-4b39-acc1-47926e7cd23f","Sat Oct 15 20:53:57 UTC 2016","675bec25dd67979a","Aline","leste 3","56","Feminino","até R$ 1.760","fundamental incompleto","parda","evangélica não pentecostal","concorda",,"concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","não sei","concorda","não sei","nada","nada","pouco","nada","não","não","não","não","de direita",,"muito conservador(a)"
"uuid:cc5e82a8-6a2c-4563-bbc2-25d5b691f6bf","Sat Oct 15 21:02:59 UTC 2016","675bec25dd67979a","Aline","leste 3","58","Feminino","até R$ 1.760","fundamental incompleto","parda","evangélica pentecostal","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:94dd8262-fa22-43e3-9605-436009ea1460","Sat Oct 15 19:34:19 UTC 2016","ac:d0:74:e4:28:64","Vinicius","centro","27","Masculino","de R$ 2.640 a R$ 4.400","superior incompleto","branca","católica","concorda","não concorda","não sei","concorda","não sei","não sei","concorda","não sei","não concorda","não sei","concorda","não concorda","não concorda","não sei","concorda","não sei","concorda","não concorda","não sei","não sei","não sei","nada","pouco","pouco","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:d4c7308f-7eff-480a-9845-1e3278b2137e","Sat Oct 15 19:41:34 UTC 2016","ac:d0:74:e4:28:64","Sara","centro","35",,"até R$ 1.760","médio completo","parda","nenhuma","não concorda","concorda","concorda","não sei","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","não sei","não concorda","não sei","concorda","não concorda","concorda","concorda","não concorda","pouco","pouco","muito","nada","não","não","não","não","nada disso",,"não sei"
"uuid:5e57b5ae-10d3-4d02-9a83-fff1614be3be","Sat Oct 15 19:48:25 UTC 2016","ac:d0:74:e4:28:64","Rodtigo","centro","19","Masculino","de R$ 1.760 a R$ 2.640","médio completo","preta","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não sei","não concorda","não concorda","não concorda","não concorda","pouco","muito","muito","nada","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:c1524631-2e82-4af3-8699-36ea4fb5eafe","Sat Oct 15 19:55:33 UTC 2016","ac:d0:74:e4:28:64","Thiago","centro","30","Masculino","até R$ 1.760","superior completo","preta","católica","não concorda","não concorda","não concorda",,"concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda",,"não concorda","não concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","muito","muito","muito","pouco","sim","não","não","sim","nada disso",,"nada conservador(a)"
"uuid:4db9995e-c16f-489c-9936-80054510a137","Sat Oct 15 20:14:34 UTC 2016","ac:d0:74:e4:28:64","Priscila","centro","29","Feminino","até R$ 1.760","médio completo","parda","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","muito","pouco","muito","muito","sim","não","sim","sim","de esquerda",,"nada conservador(a)"
"uuid:555f97b2-9207-4aaa-b2f3-039d0e28819a","Sat Oct 15 20:24:44 UTC 2016","ac:d0:74:e4:28:64","Daniel","centro","25","Masculino","de R$ 2.640 a R$ 4.400","superior incompleto","branca","evangélica não pentecostal","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","muito","pouco","muito","muito","sim","sim","não","sim","nada disso",,"muito conservador(a)"
"uuid:16f873da-6a20-4e98-b222-7528b573d49c","Sat Oct 15 20:34:16 UTC 2016","ac:d0:74:e4:28:64","Valdenia","centro","29","Feminino","até R$ 1.760","médio completo","preta","católica","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","nada","nada","nada","pouco","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:4f07b783-4566-4a79-bee9-32aa98596ee8","Sat Oct 15 20:52:58 UTC 2016","ac:d0:74:e4:28:64","helousa","centro","58","Feminino","de R$ 2.640 a R$ 4.400","médio completo","branca","evangélica pentecostal","não concorda","concorda","concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","pouco","pouco","pouco","pouco","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:57b78de0-5eb8-467a-a1ab-f7db0b216636","Sat Oct 15 21:14:11 UTC 2016","ac:d0:74:e4:28:64","Jose","centro","36","Masculino","de R$ 2.640 a R$ 4.400","superior completo","parda","nenhuma","não concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","pouco","pouco","muito","pouco","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:2e10a094-39bd-4cce-b994-2399a3c94bbc","Sat Oct 15 21:41:19 UTC 2016","ac:d0:74:e4:28:64","Leticia","centro","48","Feminino","de R$ 1.760 a R$ 2.640","médio completo","branca","católica","não concorda","não concorda","não sei","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","muito","muito","muito","nada","não","não","não","não","de direita",,"um pouco conservador(a)"
"uuid:ca71ff7b-6922-44bb-a4f8-93ad668d1e58","Sat Oct 15 21:08:34 UTC 2016","675bec25dd67979a","Aline","leste 3","45","Feminino","de R$ 1.760 a R$ 2.640","superior incompleto","parda","evangélica pentecostal","não concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não sei","nada","nada","nada","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:0983c208-6613-44ad-a5f3-26a4fde94d80","Thu Oct 13 23:03:21 UTC 2016","6c1ceaf83f58b54c","Mayara","norte 1","21","Masculino",,,"branca","nenhuma","concorda","concorda",,"concorda","concorda","concorda","concorda",,"concorda","concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","pouco","muito","pouco","não","não","não","não",,,
"uuid:a97977fa-cac7-443d-89f1-99a85e9418b5","Sat Oct 15 17:36:31 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","21","Masculino",,,"preta",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","pouco","muito","nada","não","não","não","não",,,
"uuid:a0c4cbb8-1ff7-4d32-9fb7-beac9859e9fb","Sat Oct 15 17:44:39 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 2","32","Masculino",,,"preta",,"concorda","concorda","concorda","concorda","concorda",,"concorda",,"concorda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","nada","nada","nada","não","não","não","não",,,
"uuid:b879f355-3e81-40a1-87d2-8a569878acee","Sat Oct 15 17:51:01 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","41","Feminino",,,"parda","católica","concorda","concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,,"concorda","concorda","concorda","concorda",,"concorda","muito","muito","muito","nada","não","não","não","não",,,
"uuid:ab66e66d-62d2-4f18-abd5-7834b4c94ea4","Sat Oct 15 17:59:31 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","27","Masculino",,,"preta","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","muito","muito","muito","muito","sim","não","sim","sim",,,
"uuid:4845d0ee-7478-406f-9e1a-d0b24e2fffac","Sat Oct 15 18:10:29 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","52","Masculino",,,"parda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"concorda","concorda","concorda","muito","muito","muito","muito","sim","sim","não","sim",,,
"uuid:8686b618-1876-4fbd-a131-ff6300447de1","Sat Oct 15 18:24:45 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","24","Masculino",,,"parda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","muito","pouco","muito","sim","sim","não","sim",,,
"uuid:c1e7c533-c9d4-4d0b-9a62-f91d382bb1cc","Sat Oct 15 18:31:28 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","59","Feminino",,,"branca","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"concorda","concorda","muito","pouco","pouco","muito","não","não","não","não",,,
"uuid:fef2948a-ad36-45d6-8541-5e7ee202360c","Sat Oct 15 18:37:32 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","16","Feminino",,,"amarela","nenhuma","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","pouco","muito","nada","sim","não","não","não",,,
"uuid:3d7788c1-eafb-4134-b081-f4a4ecc6cd11","Sat Oct 15 18:43:05 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","16","Feminino",,,"branca",,"concorda",,"concorda","concorda","concorda","concorda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","pouco","pouco","muito","nada","não","não","não","não",,,
"uuid:02cb2940-62d5-4a11-8bf5-a0c9060e3fbf","Sat Oct 15 19:00:30 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","63","Feminino","de R$ 1.760 a R$ 2.640","fundamental completo","parda","católica","concorda","não sei","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","nada","nada","nada","nada","não","não","não","não","não sei",,"não sei"
"uuid:515e6fca-bc59-47a9-96cc-ea62462dcfe3","Sat Oct 15 19:09:45 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","34","Feminino","de R$ 2.640 a R$ 4.400","médio completo","parda","evangélica pentecostal","concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:dc6bfdf3-6dab-45a4-818c-23a3d8b93a2b","Sat Oct 15 19:15:39 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","34","Feminino","de R$ 2.640 a R$ 4.400","superior completo","branca","outra","não concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","muito","muito","muito","muito","sim","sim","não","não","nada disso",,"nada conservador(a)"
"uuid:2f99076f-9b7e-4c98-95c5-946aefac246d","Sat Oct 15 19:23:28 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","61","Masculino",,,"parda","católica","concorda",,"concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","muito","nada","nada","não","não","não","não",,,
"uuid:24371d48-6fb1-4086-9108-78979e17e5b9","Sat Oct 15 19:32:35 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","42","Feminino","de R$ 2.640 a R$ 4.400","superior completo","branca","espírita/kardecista","não concorda","não sei","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","pouco","nada","pouco","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:2ba4dedc-481f-41c8-b3f3-f0e6a9ca516c","Sat Oct 15 19:41:20 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","18","Masculino",,,"parda","nenhuma","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","nada","pouco","nada","não","não","não","não",,,
"uuid:e7036841-c5fa-48b3-b139-c8b1f00ede7a","Sat Oct 15 19:49:24 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","75","Feminino","de R$ 1.760 a R$ 2.640","fundamental incompleto","parda","católica","concorda","não sei","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","não sei","não sei","nada","nada","nada","nada","não","não","não","não","de direita",,"um pouco conservador(a)"
"uuid:78232630-ad7b-4964-b2ee-3fdd2a8b4be1","Sat Oct 15 19:59:17 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","41","Feminino","de R$ 4.400 a R$ 8.800","médio completo","branca","evangélica não pentecostal","não concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","pouco","pouco","nada","nada","sim","sim","não","não","nada disso",,"muito conservador(a)"
"uuid:9739aa7a-b816-490d-9792-8cd7b96b4fca","Sat Oct 15 20:07:56 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","22","Feminino","de R$ 2.640 a R$ 4.400","superior incompleto","preta","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","não sei","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","pouco","nada","pouco","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:b00a9ad4-c444-4e53-925f-3f2d33c6dde1","Sat Oct 15 21:07:23 UTC 2016","ac:d0:74:8d:47:d3","Mayara","norte 1","57","Feminino",,,"branca","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","muito","nada","muito","nada","não","não","não","não",,,
"uuid:1687be42-1439-4f7c-aefa-e360f2206463","Sat Oct 15 03:49:58 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","45","Feminino","de R$ 4.400 a R$ 8.800","médio completo","preta","católica","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","nada","nada","pouco","nada","não","não","não","não",,,
"uuid:c3e18721-87f9-4e23-af43-d4fe4aadca1b","Sat Oct 15 13:41:13 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","27","Masculino","de R$ 4.400 a R$ 8.800","superior completo","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não sei","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não sei","não concorda","não concorda","muito","pouco","muito","muito","sim","não","sim","sim","de centro","mais de direita","nada conservador(a)"
"uuid:a850a932-14a8-4646-b02d-8c8aea375f84","Sat Oct 15 13:53:01 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","30","Masculino","de R$ 8.800 a R$ 17.600","superior completo","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não sei","não concorda","não concorda","não concorda","não sei","concorda","concorda","não concorda","não sei","não sei","não concorda","muito","muito","pouco","nada","não","não","não","não","de esquerda",,"nada conservador(a)"
"uuid:efb9ab0e-f6cd-49b3-b002-85c4ac17e5df","Sat Oct 15 13:59:06 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","18","Feminino","de R$ 4.400 a R$ 8.800","superior incompleto","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não sei","concorda","não sei","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não sei","não sei","não concorda","pouco","pouco","pouco","pouco","sim","não","sim","não","de esquerda",,"nada conservador(a)"
"uuid:0d9d096f-1530-41de-b2c8-6458e9dc36c2","Sat Oct 15 14:04:48 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","26","Feminino","de R$ 1.760 a R$ 2.640","superior completo","branca","outra","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não concorda","não sei","não concorda","não concorda","não concorda","não sei","concorda","não concorda","não concorda","não concorda","não concorda","não concorda","muito","pouco","muito","muito","não","não","não","não","de esquerda","mais de esquerda","nada conservador(a)"
"uuid:e78dd845-7327-4888-a4ba-435835fdd1c7","Sat Oct 15 15:36:13 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","24","Masculino","de R$ 4.400 a R$ 8.800","superior completo","branca","nenhuma","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","muito","pouco","pouco","pouco","não","não","não","não","de esquerda",,"nada conservador(a)"
"uuid:fcbf9cf7-8af2-4d28-ba2b-591404ae7169","Sat Oct 15 16:18:12 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","48","Masculino","de R$ 4.400 a R$ 8.800","médio completo","parda","católica","não sei","não concorda","não sei","não concorda","concorda","não concorda","concorda","não concorda","não concorda","não sei","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","concorda","pouco","pouco","nada","nada","não","não","não","não","nada disso",,"muito conservador(a)"
"uuid:726298a0-ec23-4fc6-9872-190b9361195f","Sat Oct 15 16:51:30 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","39","Feminino","de R$ 1.760 a R$ 2.640","médio completo","preta","evangélica pentecostal","não concorda","não concorda","concorda","concorda","concorda","não sei","concorda","não sei","concorda","não sei","concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","não concorda","não sei","pouco","pouco","pouco","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:a833c9a1-bb36-428c-8fe7-1ac0ece707e8","Sat Oct 15 17:25:16 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","27","Masculino","de R$ 4.400 a R$ 8.800","médio incompleto","preta","católica","concorda","não concorda","não concorda","concorda","concorda",,,,,,,,,,,,,,,,,"pouco","pouco","pouco","pouco","não",,,,,,
"uuid:01bb8866-93e5-4f41-95ff-1796aa0e0710","Sat Oct 15 17:43:52 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","20","Feminino","de R$ 1.760 a R$ 2.640","médio completo","preta","outra","não concorda","concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","concorda","não concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","muito","muito","muito","muito","sim","não","sim","sim","nada disso",,"nada conservador(a)"
"uuid:d4ea68de-31b5-4980-8569-affc8a5d502d","Sat Oct 15 18:00:50 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","37","Masculino","até R$ 1.760","médio completo","parda","evangélica pentecostal","concorda","não concorda","não concorda","concorda","concorda","não concorda","concorda","não sei","não concorda","concorda","concorda","concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","pouco","pouco","pouco","nada","não","sim","não","não","nada disso",,"um pouco conservador(a)"
"uuid:e77e8f38-b4c4-4584-b150-e32bffefa885","Sat Oct 15 19:12:15 UTC 2016","42e38a977afec3bd","Hudson Moreira dos Santos","sul 2","23","Masculino","de R$ 1.760 a R$ 2.640","superior completo","preta","nenhuma","não concorda","concorda","não concorda","concorda",,"concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","não concorda","não concorda","muito","nada","muito","pouco","sim","não",,"sim","de esquerda",,"nada conservador(a)"
"uuid:5d75a94a-401b-4363-9b8e-61885a84ba81","Sat Oct 15 19:22:07 UTC 2016","42e38a977afec3bd","Hudson","sul 2","33","Feminino","até R$ 1.760","médio completo","preta","católica","concorda","concorda","não concorda","concorda","concorda","não sei","concorda","não sei","não sei","não sei","concorda","concorda","não sei","não sei","não sei","não sei",,"concorda","não sei","não sei","não sei","muito","pouco","nada","nada","não","não","não","não","nada disso",,"não sei"
"uuid:b93f7867-fd42-4cb6-ba92-366331e6e0a8","Sat Oct 15 19:27:47 UTC 2016","42e38a977afec3bd","Hudson","sul 2","61","Masculino","de R$ 1.760 a R$ 2.640","fundamental incompleto","branca","católica","concorda","concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","não concorda","concorda","concorda","nada","nada","nada","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:00b09335-bcde-45ee-8491-63eaf2e67842","Sat Oct 15 19:33:54 UTC 2016","42e38a977afec3bd","Hudson","sul 2","45","Feminino",,"fundamental incompleto","amarela","evangélica não pentecostal","concorda","não sei","concorda","concorda","concorda","não concorda","concorda","concorda","não concorda","não sei","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","não sei","nada","pouco","nada","nada","não","não","não","não","não sei",,"um pouco conservador(a)"
"uuid:419f6929-6ef1-486a-8191-e1a542faa58d","Sat Oct 15 19:42:29 UTC 2016","42e38a977afec3bd","Hudson","sul 2","21","Masculino","até R$ 1.760","médio completo","parda","católica","não concorda","não sei","não concorda","concorda","concorda","não sei","concorda","não concorda","concorda","não concorda","concorda","não concorda","concorda",,"não sei","concorda","concorda","não concorda","concorda","não concorda","não concorda","pouco","pouco","pouco","nada","não","não","não","não","nada disso",,"nada conservador(a)"
"uuid:636407c4-487f-4ac7-98b4-2f55767ca9f4","Sat Oct 15 20:01:26 UTC 2016","42e38a977afec3bd","Hudson","sul 2","20","Masculino","até R$ 1.760","superior incompleto","branca","outra","não concorda","não concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","não sei","concorda","não concorda","não concorda","concorda",,"não concorda",,"não sei","não concorda","não concorda","não sei","não concorda","muito","muito","pouco","nada","não","não","não","não","nada disso",,"um pouco conservador(a)"
"uuid:f81b4580-8da9-4b98-8462-97b51dff195c","Sat Oct 15 20:23:04 UTC 2016","42e38a977afec3bd","Hudson","sul 2","39","Masculino","de R$ 1.760 a R$ 2.640","médio incompleto","branca","evangélica pentecostal","concorda","concorda","concorda","não sei","concorda","não concorda","concorda","não concorda","não concorda","concorda","concorda","concorda","não concorda","concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","pouco","muito","pouco","nada","não","não","não","não","de direita",,"um pouco conservador(a)"
"uuid:7a01ba60-4b7c-41bf-b279-ef4526a1d437","Sat Oct 15 20:28:12 UTC 2016","42e38a977afec3bd","Hudson","sul 2","16","Feminino","de R$ 1.760 a R$ 2.640","médio incompleto","parda","católica","não concorda","não sei","não concorda","concorda","concorda","concorda","concorda","concorda","concorda",,"não sei","não concorda",,"não sei","não sei","concorda","concorda","não concorda","não concorda","não concorda","não concorda","pouco","pouco","muito","muito","não","não","não","não","de esquerda",,"um pouco conservador(a)"
"uuid:b70bdbf8-470d-48da-b700-c634b96b964b","Sat Oct 15 20:33:09 UTC 2016","42e38a977afec3bd","Hudson","sul 2","32","Masculino","de R$ 4.400 a R$ 8.800","médio incompleto","parda","evangélica não pentecostal","não concorda","não concorda","não concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","concorda","não sei","não concorda","concorda","concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","nada","pouco","nada","nada","não","não","não","não","de direita",,"nada conservador(a)"
"uuid:234fd39c-dbf2-489d-832d-b0f7b668b7cb","Sat Oct 15 20:41:14 UTC 2016","42e38a977afec3bd","Hudson","sul 2","51","Masculino","até R$ 1.760","fundamental incompleto","parda","católica","não concorda","não concorda","não concorda","não concorda","não sei","concorda","concorda","concorda","não concorda","não concorda","concorda","concorda","não concorda","não concorda","concorda","não concorda","concorda","não concorda","não concorda","concorda","não sei","pouco","pouco","pouco","pouco","não","não","não","não","nada disso",,"um pouco conservador(a)"
